"22"	"1"	"1"	""	"1"	""	"2019-9-12 04:14:48"	""	"0"
"54"	"61"	"43"	""	"1"	""	""	"2019-7-25 09:37:45"	"0"
"55"	"62"	"42"	""	"1"	""	""	"2019-7-25 13:56:48"	"0"
"56"	"63"	"44"	""	"1"	""	""	"2019-7-25 18:37:50"	"0"
"57"	"64"	"45"	""	"1"	""	""	"2019-7-26 14:55:10"	"0"
"58"	"65"	"46"	""	"1"	""	""	"2019-7-26 16:48:50"	"0"
"59"	"66"	"48"	""	"1"	""	""	"2019-7-26 17:12:11"	"0"
"60"	"67"	"49"	""	"1"	""	""	"2019-7-29 10:06:44"	"0"
"61"	"68"	"50"	""	"1"	""	""	"2019-7-29 10:36:42"	"0"
"62"	"69"	"51"	""	"1"	""	""	"2019-7-29 11:02:05"	"0"
"63"	"69"	"52"	""	"1"	""	"2019-7-29 03:40:20"	"2019-7-29 11:33:28"	"0"
"64"	"69"	"53"	""	"1"	""	"2019-7-29 04:05:39"	"2019-7-29 12:01:47"	"0"
"65"	"69"	"54"	""	"1"	""	"2019-7-29 04:08:56"	"2019-7-29 12:07:27"	"0"
"66"	"69"	"55"	""	"0"	""	""	"2019-7-29 12:11:13"	"0"
"67"	"69"	"56"	""	"0"	""	""	"2019-7-29 12:11:13"	"0"
"68"	"69"	"57"	""	"1"	""	"2019-7-29 06:00:22"	"2019-7-29 13:42:08"	"0"
"69"	"69"	"58"	""	"0"	""	""	"2019-7-29 13:52:14"	"0"
"70"	"69"	"59"	""	"0"	""	""	"2019-7-29 13:52:14"	"0"
"71"	"70"	"47"	""	"1"	""	""	"2019-7-29 14:33:25"	"0"
"72"	"71"	"60"	""	"1"	""	""	"2019-7-29 17:23:20"	"0"
"83"	"82"	"62"	""	"1"	""	""	"2019-7-30 16:16:49"	"0"
"84"	"83"	"61"	""	"1"	""	""	"2019-7-30 16:41:21"	"0"
"85"	"83"	"63"	""	"1"	""	"2019-7-30 08:54:01"	"2019-7-30 16:52:13"	"0"
"86"	"1"	"64"	""	"1"	""	"2019-7-30 09:19:03"	"2019-7-30 16:53:33"	"0"
"87"	"84"	"65"	""	"1"	""	""	"2019-7-30 19:03:01"	"0"
"88"	"84"	"66"	""	"1"	""	"2019-7-30 12:04:29"	"2019-7-30 19:44:54"	"0"
"89"	"84"	"67"	""	"1"	""	"2019-7-30 12:38:10"	"2019-7-30 20:30:25"	"0"
"90"	"84"	"68"	""	"1"	""	"2019-7-31 09:20:46"	"2019-7-30 20:32:46"	"0"
"91"	"85"	"69"	""	"1"	""	""	"2019-7-31 10:11:02"	"0"
"92"	"61"	"72"	""	"0"	""	"2019-7-31 14:16:14"	"2019-7-31 14:07:38"	"1"
"93"	"61"	"73"	""	"0"	""	""	"2019-7-31 14:16:07"	"0"
"94"	"61"	"74"	""	"0"	""	""	"2019-7-31 14:16:07"	"0"
"95"	"61"	"75"	""	"0"	""	""	"2019-7-31 14:17:03"	"0"
"96"	"61"	"76"	""	"0"	""	""	"2019-7-31 14:28:22"	"0"
"97"	"61"	"77"	""	"1"	""	"2019-7-31 14:40:19"	"2019-7-31 14:30:47"	"0"
"98"	"85"	"78"	""	"1"	""	"2019-7-31 12:21:44"	"2019-7-31 20:07:02"	"0"
"99"	"85"	"79"	""	"1"	""	"2019-7-31 12:19:53"	"2019-7-31 20:07:02"	"0"
"100"	"86"	"71"	""	"1"	""	""	"2019-7-31 21:47:58"	"0"
"101"	"87"	"80"	""	"1"	""	""	"2019-7-31 21:54:09"	"0"
"102"	"88"	"86"	""	"1"	""	""	"2019-8-1 15:55:55"	"0"
"103"	"89"	"85"	""	"1"	""	"2019-8-1 16:53:49"	"2019-8-1 16:27:15"	"0"
"104"	"89"	"87"	""	"0"	""	""	"2019-8-1 16:45:35"	"0"
"105"	"89"	"88"	""	"0"	""	""	"2019-8-1 16:45:35"	"0"
"106"	"66"	"89"	""	"1"	""	"2019-8-1 09:49:13"	"2019-8-1 17:30:42"	"0"
"107"	"90"	"84"	""	"1"	""	""	"2019-8-1 18:19:40"	"0"
"108"	"91"	"91"	""	"1"	""	""	"2019-8-1 19:14:41"	"0"
"109"	"91"	"92"	""	"1"	""	"2019-8-1 11:33:34"	"2019-8-1 19:24:01"	"0"
"110"	"90"	"93"	""	"1"	""	"2019-8-1 19:50:07"	"2019-8-1 19:27:01"	"0"
"111"	"90"	"94"	""	"1"	""	"2019-8-1 11:29:16"	"2019-8-1 19:27:40"	"0"
"112"	"91"	"95"	""	"1"	""	"2019-8-1 11:42:39"	"2019-8-1 19:39:06"	"0"
"113"	"91"	"96"	""	"0"	""	"2019-8-1 19:44:41"	"2019-8-1 19:43:50"	"1"
"114"	"90"	"97"	""	"1"	""	"2019-8-1 19:49:43"	"2019-8-1 19:47:03"	"1"
"115"	"91"	"98"	""	"1"	""	"2019-8-1 11:48:02"	"2019-8-1 19:47:09"	"0"
"116"	"91"	"99"	""	"1"	""	"2019-8-1 11:52:07"	"2019-8-1 19:50:01"	"0"
"117"	"92"	"90"	""	"1"	""	"2019-8-5 02:14:45"	"2019-8-2 09:50:06"	"0"
"118"	"92"	"101"	""	"1"	""	"2019-8-2 07:14:49"	"2019-8-2 10:01:39"	"0"
"119"	"1"	"102"	""	"0"	""	""	"2019-8-2 13:11:45"	"0"
"120"	"96"	"104"	""	"1"	""	""	"2019-8-2 13:51:09"	"0"
"121"	"90"	"105"	""	"0"	""	""	"2019-8-2 14:18:51"	"0"
"122"	"90"	"106"	""	"0"	""	""	"2019-8-2 14:18:51"	"0"
"123"	"90"	"107"	""	"1"	""	"2019-8-2 06:23:33"	"2019-8-2 14:21:01"	"0"
"124"	"97"	"109"	""	"1"	""	""	"2019-8-2 15:04:20"	"0"
"125"	"92"	"110"	""	"0"	""	""	"2019-8-2 15:23:39"	"0"
"126"	"98"	"103"	""	"1"	""	""	"2019-8-2 18:02:54"	"0"
"127"	"99"	"113"	""	"1"	""	""	"2019-8-6 11:41:42"	"0"
"128"	"100"	"114"	""	"1"	""	""	"2019-8-6 13:55:38"	"0"
"129"	"101"	"115"	""	"1"	""	""	"2019-8-6 13:57:59"	"0"
"130"	"102"	"116"	""	"1"	""	""	"2019-8-6 14:01:24"	"0"
"131"	"103"	"117"	""	"1"	""	""	"2019-8-6 14:03:28"	"0"
"132"	"104"	"118"	""	"1"	""	""	"2019-8-6 14:06:01"	"0"
"134"	"1"	"120"	""	"0"	""	""	"2019-8-6 16:11:59"	"0"
"135"	"1"	"121"	""	"0"	""	""	"2019-8-6 16:11:59"	"0"
"136"	"1"	"122"	""	"0"	""	""	"2019-8-6 16:11:59"	"0"
"137"	"1"	"123"	""	"0"	""	""	"2019-8-6 16:11:59"	"0"
"138"	"1"	"124"	""	"0"	""	""	"2019-8-6 16:11:59"	"0"
"139"	"1"	"125"	""	"0"	""	""	"2019-8-6 16:11:59"	"0"
"140"	"1"	"126"	""	"0"	""	""	"2019-8-6 16:11:59"	"0"
"141"	"1"	"127"	""	"0"	""	""	"2019-8-6 16:11:59"	"0"
"142"	"1"	"128"	""	"0"	""	""	"2019-8-6 16:11:59"	"0"
"143"	"1"	"129"	""	"0"	""	""	"2019-8-6 16:11:59"	"0"
"144"	"1"	"130"	""	"0"	""	""	"2019-8-6 16:11:59"	"0"
"145"	"1"	"131"	""	"0"	""	""	"2019-8-6 16:11:59"	"0"
"146"	"1"	"132"	""	"0"	""	""	"2019-8-6 16:11:59"	"0"
"147"	"1"	"133"	""	"0"	""	""	"2019-8-6 16:11:59"	"0"
"148"	"1"	"134"	""	"0"	""	""	"2019-8-6 16:11:59"	"0"
"149"	"1"	"135"	""	"0"	""	""	"2019-8-6 16:11:59"	"0"
"150"	"1"	"136"	""	"0"	""	""	"2019-8-6 16:12:00"	"0"
"151"	"1"	"137"	""	"0"	""	""	"2019-8-6 16:12:00"	"0"
"152"	"1"	"138"	""	"0"	""	""	"2019-8-6 16:12:00"	"0"
"153"	"1"	"139"	""	"0"	""	""	"2019-8-6 16:12:00"	"0"
"154"	"1"	"140"	""	"0"	""	""	"2019-8-6 16:12:00"	"0"
"155"	"106"	"119"	""	"1"	""	""	"2019-8-6 16:21:08"	"0"
"156"	"107"	"142"	""	"1"	""	""	"2019-8-6 16:58:37"	"0"
"157"	"108"	"141"	""	"1"	""	""	"2019-8-6 17:02:04"	"0"
"158"	"109"	"143"	""	"1"	""	""	"2019-8-7 15:16:10"	"0"
"159"	"110"	"144"	""	"1"	""	""	"2019-8-7 15:26:32"	"0"
"160"	"110"	"145"	""	"1"	""	"2019-8-7 07:54:20"	"2019-8-7 15:51:00"	"0"
"161"	"110"	"146"	""	"2"	""	"2019-8-7 15:54:45"	"2019-8-7 15:51:00"	"0"
"162"	"110"	"147"	""	"0"	""	""	"2019-8-7 15:51:22"	"0"
"163"	"110"	"148"	""	"0"	""	""	"2019-8-7 16:00:11"	"0"
"164"	"111"	"149"	""	"1"	""	""	"2019-8-8 15:14:04"	"0"
"165"	"112"	"150"	""	"1"	""	""	"2019-8-8 15:43:31"	"0"
"166"	"85"	"152"	""	"2"	""	"2019-9-2 18:20:39"	"2019-8-12 14:52:48"	"0"
"167"	"113"	"153"	""	"1"	""	""	"2019-8-13 10:15:29"	"0"
"168"	"113"	"154"	""	"1"	""	"2019-8-20 15:54:42"	"2019-8-13 10:16:32"	"0"
"169"	"113"	"155"	""	"1"	""	"2019-8-13 02:22:47"	"2019-8-13 10:17:50"	"0"
"170"	"85"	"157"	""	"0"	""	""	"2019-8-14 11:10:36"	"0"
"171"	"85"	"158"	""	"0"	""	""	"2019-8-14 11:11:12"	"0"
"172"	"85"	"159"	""	"0"	""	""	"2019-8-14 13:52:18"	"0"
"173"	"114"	"160"	""	"1"	""	""	"2019-8-14 16:05:38"	"0"
"174"	"114"	"161"	""	"1"	""	"2019-8-14 08:11:29"	"2019-8-14 16:10:03"	"0"
"175"	"115"	"162"	""	"1"	""	""	"2019-8-14 19:16:29"	"0"
"176"	"115"	"163"	""	"1"	""	"2019-8-14 11:23:19"	"2019-8-14 19:18:29"	"0"
"177"	"116"	"156"	""	"1"	""	""	"2019-8-15 10:12:07"	"0"
"178"	"117"	"164"	""	"1"	""	""	"2019-8-15 10:20:37"	"0"
"179"	"117"	"165"	""	"1"	""	"2019-8-15 03:00:17"	"2019-8-15 10:54:53"	"0"
"180"	"117"	"166"	""	"1"	""	"2019-8-15 02:59:34"	"2019-8-15 10:55:07"	"0"
"181"	"117"	"167"	""	"1"	""	"2019-8-15 02:58:10"	"2019-8-15 10:55:25"	"0"
"182"	"117"	"168"	""	"1"	""	"2019-8-15 02:57:10"	"2019-8-15 10:55:40"	"0"
"183"	"1"	"169"	""	"0"	""	""	"2019-8-15 16:21:24"	"0"
"184"	"1"	"170"	""	"0"	""	""	"2019-8-15 17:16:03"	"0"
"185"	"1"	"171"	""	"0"	""	""	"2019-8-15 17:16:32"	"0"
"186"	"1"	"174"	""	"0"	""	""	"2019-8-15 17:25:00"	"0"
"187"	"118"	"173"	""	"1"	""	""	"2019-8-15 17:34:07"	"0"
"188"	"118"	"175"	""	"1"	""	"2019-8-15 09:46:08"	"2019-8-15 17:42:45"	"0"
"189"	"118"	"176"	""	"1"	""	"2019-8-15 09:46:34"	"2019-8-15 17:42:58"	"0"
"190"	"118"	"177"	""	"1"	""	"2019-8-15 09:47:02"	"2019-8-15 17:43:11"	"0"
"191"	"118"	"178"	""	"1"	""	"2019-8-15 09:47:26"	"2019-8-15 17:43:23"	"0"
"192"	"119"	"151"	""	"1"	""	""	"2019-8-19 14:53:28"	"0"
"193"	"120"	"179"	""	"1"	""	""	"2019-8-19 14:54:10"	"0"
"194"	"121"	"180"	""	"1"	""	""	"2019-8-20 09:25:42"	"0"
"195"	"122"	"181"	""	"1"	""	""	"2019-8-20 09:45:48"	"0"
"196"	"123"	"182"	""	"1"	""	""	"2019-8-20 09:51:14"	"0"
"197"	"124"	"183"	""	"1"	""	""	"2019-8-20 10:51:43"	"0"
"198"	"124"	"184"	""	"1"	""	"2019-8-20 03:27:05"	"2019-8-20 10:52:30"	"0"
"199"	"124"	"185"	""	"1"	""	"2019-8-20 06:42:28"	"2019-8-20 14:41:31"	"0"
"200"	"62"	"186"	""	"1"	""	"2019-8-21 02:18:50"	"2019-8-21 10:16:45"	"0"
"201"	"125"	"187"	""	"1"	""	""	"2019-8-22 15:37:00"	"0"
"202"	"126"	"188"	""	"1"	""	""	"2019-8-22 16:53:28"	"0"
"203"	"125"	"189"	""	"1"	""	"2019-8-22 09:12:29"	"2019-8-22 17:10:35"	"0"
"204"	"127"	"190"	""	"1"	""	""	"2019-8-22 17:57:33"	"0"
"205"	"127"	"191"	""	"1"	""	"2019-8-22 09:59:28"	"2019-8-22 17:58:14"	"0"
"206"	"128"	"192"	""	"1"	""	""	"2019-8-22 18:08:17"	"0"
"207"	"128"	"193"	""	"1"	""	"2019-8-22 10:10:08"	"2019-8-22 18:09:12"	"0"
"208"	"129"	"194"	""	"1"	""	""	"2019-8-23 10:18:12"	"0"
"209"	"129"	"195"	""	"1"	""	"2019-8-23 02:28:01"	"2019-8-23 10:18:53"	"0"
"210"	"130"	"196"	""	"1"	""	""	"2019-8-23 10:40:23"	"0"
"211"	"130"	"197"	""	"1"	""	"2019-8-23 02:42:07"	"2019-8-23 10:40:51"	"0"
"212"	"85"	"198"	""	"1"	""	"2019-8-23 06:21:32"	"2019-8-23 14:19:46"	"0"
"213"	"130"	"200"	""	"1"	""	"2019-8-23 08:45:27"	"2019-8-23 16:43:14"	"0"
"214"	"131"	"205"	""	"1"	""	""	"2019-8-30 11:47:14"	"0"
"215"	"132"	"206"	""	"1"	""	""	"2019-8-30 11:54:38"	"0"
"216"	"132"	"207"	""	"1"	""	"2019-8-30 03:56:34"	"2019-8-30 11:55:19"	"0"
"217"	"133"	"203"	""	"1"	""	""	"2019-8-30 15:11:54"	"0"
"218"	"133"	"208"	""	"1"	""	"2019-8-30 07:13:16"	"2019-8-30 15:12:15"	"0"
"219"	"134"	"209"	""	"1"	""	""	"2019-8-30 16:18:28"	"0"
"220"	"134"	"210"	""	"1"	""	"2019-8-30 09:28:57"	"2019-8-30 16:19:22"	"0"
"221"	"134"	"211"	""	"1"	""	"2019-8-30 09:29:39"	"2019-8-30 17:27:49"	"0"
"222"	"85"	"212"	""	"1"	""	"2019-9-2 10:22:31"	"2019-9-2 18:21:52"	"0"
"223"	"1"	"213"	""	"0"	""	""	"2019-9-4 16:14:55"	"0"
"224"	"135"	"214"	""	"1"	""	""	"2019-9-10 17:40:22"	"0"
"225"	"136"	"204"	""	"1"	""	""	"2019-9-10 18:09:09"	"0"
"226"	"135"	"218"	""	"0"	""	""	"2019-9-18 17:41:17"	"0"
"227"	"137"	"219"	""	"1"	""	""	"2019-9-26 10:55:24"	"0"
"228"	"10002"	"216"	""	"1"	""	""	"2019-9-26 11:06:07"	"0"
"229"	"100001"	"220"	""	"1"	""	""	"2019-9-26 11:11:22"	"0"
"230"	"1"	"221"	""	"0"	""	"2019-9-26 15:39:49"	"2019-9-26 11:26:22"	"1"
"231"	"118"	"223"	""	"1"	""	"2019-9-26 04:39:30"	"2019-9-26 12:36:54"	"0"
"232"	"118"	"224"	""	"0"	""	""	"2019-9-26 13:11:08"	"0"
"233"	"118"	"225"	""	"0"	""	""	"2019-9-26 13:11:42"	"0"
"234"	"118"	"226"	""	"0"	""	""	"2019-9-26 13:12:12"	"0"
"235"	"118"	"227"	""	"0"	""	""	"2019-9-26 13:12:33"	"0"
"236"	"118"	"228"	""	"0"	""	"2019-9-26 15:38:32"	"2019-9-26 14:47:58"	"1"
"237"	"118"	"229"	""	"0"	""	"2019-9-26 15:38:29"	"2019-9-26 14:51:59"	"1"
"238"	"118"	"230"	""	"0"	""	"2019-9-26 15:38:26"	"2019-9-26 14:56:40"	"1"
"239"	"1"	"231"	""	"0"	""	"2019-9-26 15:39:45"	"2019-9-26 15:26:43"	"1"
"240"	"1"	"232"	""	"0"	""	"2019-9-26 15:39:40"	"2019-9-26 15:35:46"	"1"
"241"	"1"	"233"	""	"0"	""	""	"2019-9-26 15:43:45"	"0"
"242"	"100002"	"234"	""	"1"	""	""	"2019-9-27 15:03:23"	"0"
"243"	"65"	"235"	""	"0"	""	""	"2019-10-11 14:03:34"	"0"
"244"	"100003"	"236"	""	"1"	""	""	"2019-10-14 14:32:40"	"0"
"245"	"100004"	"240"	""	"1"	""	""	"2019-10-14 14:34:21"	"0"
"246"	"100005"	"243"	""	"1"	""	""	"2019-10-14 14:52:51"	"0"
