"6"	"1"	"11"	"1"	"2019-7-24 15:33:30"	"add"	"credit"	"创建"	"1"	"admin"
"7"	"1"	"11"	"1"	"2019-7-24 15:37:09"	"commit"	"credit"	"草稿->提交"	"1"	"admin"
"8"	"1"	"11"	"1"	"2019-7-24 15:44:07"	"edit"	"credit"	"【客户经理初审】审核至【商务经理资信评估】"	"1"	"admin"
"9"	"1"	"12"	"1"	"2019-7-29 14:50:05"	"add"	"credit"	"创建"	"1"	"admin"
"10"	"1"	"13"	"1"	"2019-7-29 14:52:32"	"add"	"credit"	"创建"	"1"	"admin"
"11"	"69"	"14"	"3"	"2019-7-29 15:08:23"	"add"	"credit"	"创建"	"52"	"卖家-小戴1"
"12"	"69"	"14"	"3"	"2019-7-29 15:10:09"	"commit"	"credit"	"草稿->提交"	"52"	"卖家-小戴1"
"13"	"1"	"13"	"1"	"2019-7-29 15:16:16"	"commit"	"credit"	"草稿->提交"	"1"	"admin"
"14"	"69"	"15"	"3"	"2019-7-29 15:24:07"	"add"	"credit"	"创建"	"53"	"斑布纸业-职员1"
"15"	"69"	"15"	"3"	"2019-7-29 15:26:31"	"commit"	"credit"	"草稿->提交"	"53"	"斑布纸业-职员1"
"16"	"69"	"15"	"3"	"2019-7-29 15:27:11"	"edit"	"credit"	"【客户经理初审】审核至【商务经理资信评估】"	"52"	"卖家-小戴1"
"17"	"69"	"15"	"3"	"2019-7-29 15:28:21"	"edit"	"credit"	"【商务经理资信评估】审核至【项目风险评估】"	"52"	"卖家-小戴1"
"18"	"69"	"15"	"3"	"2019-7-29 15:29:09"	"edit"	"credit"	"【项目风险评估】审核至【确定初步方案】"	"52"	"卖家-小戴1"
"19"	"69"	"15"	"3"	"2019-7-29 15:29:55"	"edit"	"credit"	"【确定初步方案】审核至【准备资料】"	"52"	"卖家-小戴1"
"20"	"69"	"15"	"3"	"2019-7-29 15:32:53"	"edit"	"credit"	"【准备资料】审核至【客户经理审核】"	"52"	"卖家-小戴1"
"21"	"69"	"15"	"3"	"2019-7-29 15:33:35"	"edit"	"credit"	"【客户经理审核】审核至【风控经理审核】"	"52"	"卖家-小戴1"
"22"	"69"	"15"	"3"	"2019-7-29 15:34:29"	"edit"	"credit"	"【风控经理审核】审核至【待补充资料】"	"52"	"卖家-小戴1"
"23"	"69"	"15"	"3"	"2019-7-29 15:34:55"	"edit"	"credit"	"【待补充资料】审核至【风控经理审核】"	"52"	"卖家-小戴1"
"24"	"69"	"15"	"3"	"2019-7-29 15:39:28"	"edit"	"credit"	"【风控经理审核】审核至【待补充资料】"	"52"	"卖家-小戴1"
"25"	"69"	"15"	"3"	"2019-7-29 15:39:46"	"edit"	"credit"	"【待补充资料】审核至【风控经理审核】"	"52"	"卖家-小戴1"
"26"	"69"	"15"	"3"	"2019-7-29 15:39:58"	"edit"	"credit"	"【风控经理审核】审核至【待补充资料】"	"52"	"卖家-小戴1"
"27"	"69"	"15"	"3"	"2019-7-29 15:41:39"	"edit"	"credit"	"【待补充资料】审核至【风控经理审核】"	"52"	"卖家-小戴1"
"28"	"69"	"15"	"3"	"2019-7-29 15:53:24"	"edit"	"credit"	"【风控经理审核】审核至【待补充资料】"	"52"	"卖家-小戴1"
"29"	"69"	"15"	"3"	"2019-7-29 15:53:40"	"edit"	"credit"	"【待补充资料】审核至【风控经理审核】"	"52"	"卖家-小戴1"
"30"	"69"	"15"	"3"	"2019-7-29 15:53:51"	"edit"	"credit"	"【风控经理审核】审核至【待补充资料】"	"52"	"卖家-小戴1"
"31"	"69"	"15"	"3"	"2019-7-29 15:54:13"	"edit"	"credit"	"【待补充资料】审核至【风控经理审核】"	"53"	"斑布纸业-职员1"
"32"	"69"	"15"	"3"	"2019-7-29 15:56:00"	"edit"	"credit"	"【风控经理审核】审核至【财务经理审核】"	"52"	"卖家-小戴1"
"33"	"69"	"15"	"3"	"2019-7-29 15:56:37"	"edit"	"credit"	"【财务经理审核】审核至【风控总经理审批】"	"52"	"卖家-小戴1"
