"1"	"nature"	"inter"	"互联网"	""	""	""	"1"	"1"	"1"	"1"	"2019-6-6 09:05:01"	"2019-5-22 07:33:56"
"2"	"concrete"	"finance"	"金融"	"inter"	""	""	"2"	"1"	"1"	"1"	"2019-6-6 09:05:01"	"2019-5-22 07:37:09"
"3"	"staff_size"	"1-10"	"1-10人"	""	""	""	"1"	"1"	"1"	"1"	"2019-6-6 09:05:03"	"2019-5-22 07:52:31"
"4"	"staff_size"	"11-25"	"11-25人"	""	""	""	"1"	"1"	"1"	"1"	"2019-6-6 09:05:02"	"2019-5-22 07:52:48"
"5"	"staff_size"	"26-50"	"26-50人"	""	""	""	"1"	"1"	"1"	"1"	"2019-6-6 09:05:03"	"2019-5-22 07:59:03"
"6"	"staff_size"	"51-100"	"51-100人"	""	""	""	"1"	"1"	"1"	"1"	"2019-6-6 09:05:04"	"2019-5-22 07:59:26"
"7"	"staff_size"	"101-250"	"101-250人"	""	""	""	"1"	"1"	"1"	"1"	"2019-6-6 09:05:06"	"2019-5-22 07:59:41"
"8"	"staff_size"	"251-500"	"251-500人"	""	""	""	"1"	"1"	"1"	"1"	"2019-6-6 09:05:05"	"2019-5-22 08:00:02"
"9"	"staff_size"	"500-1000"	"500-1000人"	""	""	""	"1"	"1"	"1"	"1"	"2019-6-6 09:05:08"	"2019-5-22 08:00:23"
"10"	"staff_size"	"1000~"	"1000人以上"	""	""	""	"1"	"1"	"1"	"1"	"2019-6-6 09:05:07"	"2019-5-22 08:01:11"
"11"	"nature"	"finance"	"金融"	""	""	""	"1"	"1"	"1"	"1"	"2019-6-6 09:05:08"	"2019-5-22 08:05:14"
"12"	"concrete"	"bank"	"银行"	"finance"	""	""	"2"	"1"	"1"	"1"	"2019-6-6 09:05:09"	"2019-5-22 08:16:45"
"13"	"concrete"	"game"	"游戏"	"inter"	""	""	"2"	"1"	"1"	"1"	"2019-6-6 09:06:32"	"2019-5-22 08:10:30"
"14"	"nature"	"building_materials"	"建材"	""	""	""	"1"	"1"	"1"	"1"	"2019-6-6 09:06:40"	"2019-5-22 08:10:30"
"15"	"nature"	"construction_engineering"	"建筑工程"	""	""	""	"1"	"1"	"1"	"1"	"2019-6-6 09:06:42"	"2019-5-22 08:10:30"
"16"	"concrete"	"fire_engineering"	"消防工程"	"construction_engineering"	""	""	"2"	"1"	"1"	"1"	"2019-6-6 09:06:43"	"2019-5-22 08:10:30"
"17"	"concrete"	"electromechanical_engineering"	"机电工程"	"construction_engineering"	""	""	"2"	"1"	"1"	"1"	"2019-6-6 09:06:44"	"2019-5-22 08:10:30"
"18"	"concrete"	"lg_engineering"	"园林与绿化工程"	"construction_engineering"	""	""	"2"	"1"	"1"	"1"	"2019-6-6 09:06:45"	"2019-5-22 08:10:30"
"19"	"concrete"	"decoration"	"装修装饰"	"construction_engineering"	""	""	"2"	"1"	"1"	"1"	"2019-6-6 09:06:46"	"2019-5-22 08:10:30"
"20"	"concrete"	"infrastructure_construction"	"基础设施建设"	"construction_engineering"	""	""	"2"	"1"	"1"	"1"	"2019-6-6 09:06:47"	"2019-5-22 08:10:30"
"21"	"concrete"	"hvac_engineering"	"厂务工程"	"construction_engineering"	""	""	"2"	"1"	"1"	"1"	"2019-6-6 09:06:57"	"2019-5-22 08:10:30"
"22"	"concrete"	"steel_structure_engineering"	"钢结构工程"	"construction_engineering"	""	""	"2"	"1"	"1"	"1"	"2019-6-6 09:06:48"	"2019-5-22 08:10:30"
"23"	"concrete"	"housing_construction"	"房屋建筑"	"construction_engineering"	""	""	"2"	"1"	"1"	"1"	"2019-6-6 09:06:58"	"2019-5-22 08:10:30"
"24"	"concrete"	"other"	"其他"	"construction_engineering"	""	""	"2"	"1"	"1"	"1"	"2019-6-6 09:07:04"	"2019-5-22 08:10:30"
"25"	"concrete"	"broker_insurance"	"券商保险"	"finance"	""	""	"2"	"1"	"1"	"1"	"2019-6-6 09:07:11"	"2019-5-22 08:10:30"
"26"	"concrete"	"trust"	"信托"	"finance"	""	""	"2"	"1"	"1"	"1"	"2019-6-6 09:07:17"	"2019-5-22 08:10:30"
"27"	"concrete"	"futures"	"期货"	"finance"	""	""	"2"	"1"	"1"	"1"	"2019-6-6 09:07:26"	"2019-5-22 08:10:30"
"28"	"concrete"	"asset_management"	"资产管理"	"finance"	""	""	"2"	"1"	"1"	"1"	"2019-6-6 09:07:31"	"2019-5-22 08:10:30"
"29"	"concrete"	"private"	"私募"	"finance"	""	""	"2"	"1"	"1"	"1"	"2019-6-6 09:07:33"	"2019-5-22 08:10:30"
"30"	"concrete"	"small_loans"	"小贷"	"finance"	""	""	"2"	"1"	"1"	"1"	"2019-6-6 09:07:35"	"2019-5-22 08:10:30"
"31"	"concrete"	"financing_lease"	"融资租赁"	"finance"	""	""	"2"	"1"	"1"	"1"	"2019-6-6 09:07:34"	"2019-5-22 08:10:30"
