"1"	"1"	"2"	"1"	"1"	"2019-7-29 10:19:33"	"2019-5-31 02:26:07"
"2"	"1"	"3"	"1"	"1"	"2019-7-29 10:19:33"	"2019-5-31 02:26:14"
"3"	"1"	"4"	"1"	"1"	"2019-7-29 10:19:33"	"2019-5-31 02:26:21"
"4"	"1"	"5"	"1"	"1"	"2019-7-29 10:19:33"	"2019-5-31 02:26:25"
"5"	"1"	"6"	"1"	"1"	"2019-7-29 10:19:33"	"2019-5-31 02:26:29"
"6"	"1"	"7"	"1"	"1"	"2019-7-29 10:19:33"	"2019-5-31 02:27:03"
"7"	"1"	"8"	"1"	"1"	"2019-7-29 10:19:33"	"2019-5-31 02:27:06"
"8"	"1"	"9"	"1"	"1"	"2019-7-29 10:19:33"	"2019-5-31 02:27:10"
"9"	"1"	"10"	"1"	"1"	"2019-7-29 10:19:33"	"2019-6-6 05:47:01"
"10"	"1"	"11"	"1"	"1"	"2019-7-29 10:19:33"	"2019-6-6 05:47:12"
"11"	"1"	"12"	"1"	"1"	"2019-7-29 10:19:33"	"2019-6-6 05:47:17"
"12"	"1"	"13"	"1"	"1"	"2019-7-29 10:19:33"	"2019-6-6 05:47:21"
"13"	"1"	"14"	"1"	"1"	"2019-7-29 10:19:33"	"2019-6-6 05:47:24"
"14"	"1"	"15"	"1"	"1"	"2019-7-29 10:19:33"	"2019-6-6 05:47:27"
"15"	"1"	"16"	"1"	"1"	"2019-7-29 10:19:33"	"2019-6-6 05:56:57"
"16"	"1"	"17"	"1"	"1"	"2019-7-29 10:19:33"	"2019-6-6 05:57:03"
"17"	"1"	"18"	"1"	"1"	"2019-7-29 10:19:33"	"2019-6-6 05:57:10"
"18"	"1"	"19"	"1"	"1"	"2019-7-29 10:19:33"	"2019-6-6 05:57:14"
"19"	"1"	"20"	"1"	"1"	"2019-7-29 10:19:33"	"2019-6-6 05:57:18"
"20"	"1"	"21"	"1"	"1"	"2019-7-29 10:19:33"	"2019-6-6 05:57:22"
"21"	"1"	"22"	"1"	"1"	"2019-7-29 10:19:33"	"2019-6-6 05:57:25"
"22"	"3"	"23"	"1"	"1"	"2019-7-29 10:25:22"	"2019-6-6 05:57:28"
"23"	"3"	"27"	"1"	"1"	"2019-7-29 10:25:22"	"2019-6-6 05:58:34"
"24"	"3"	"28"	"1"	"1"	"2019-7-29 10:25:22"	"2019-6-6 05:58:39"
"25"	"3"	"29"	"1"	"1"	"2019-7-29 10:25:22"	"2019-6-6 05:58:41"
"26"	"3"	"30"	"1"	"1"	"2019-7-29 10:25:22"	"2019-6-6 05:58:44"
"27"	"3"	"31"	"1"	"1"	"2019-7-29 10:25:22"	"2019-6-6 05:58:48"
"28"	"3"	"32"	"1"	"1"	"2019-7-29 10:25:22"	"2019-6-6 05:58:51"
"29"	"3"	"33"	"1"	"1"	"2019-7-29 10:25:22"	"2019-6-6 05:58:54"
"30"	"3"	"34"	"1"	"1"	"2019-7-29 10:25:22"	"2019-6-6 05:58:57"
"31"	"3"	"35"	"1"	"1"	"2019-7-29 10:25:31"	"2019-6-6 05:59:00"
"32"	"3"	"36"	"1"	"1"	"2019-7-29 10:25:31"	"2019-6-6 05:59:03"
"33"	"3"	"37"	"1"	"1"	"2019-7-29 10:25:31"	"2019-6-6 05:59:07"
"34"	"3"	"38"	"1"	"1"	"2019-7-29 10:25:31"	"2019-6-6 05:59:10"
"35"	"3"	"39"	"1"	"1"	"2019-7-29 10:25:31"	"2019-6-6 05:59:16"
"36"	"3"	"55"	"1"	"1"	"2019-7-29 10:25:31"	"2019-6-6 05:59:30"
"38"	"3"	"56"	"1"	"1"	"2019-7-29 10:25:31"	"2019-6-6 06:01:08"
