"1"	"1"	"1"	"30"	"2"	"0"	"1"	"1"	"2019-6-22 11:51:33"	"1"	"2019-6-22 19:50:03"	"1"	""
"3"	"1"	"1"	"31"	"3"	"0"	"1"	"1"	"2019-6-22 19:51:58"	"1"	"2019-6-22 19:52:04"	"1"	""
"4"	"1"	"1"	"32"	"4"	"0"	"1"	"1"	"2019-6-22 19:53:25"	"1"	"2019-6-22 19:53:28"	"1"	""
"5"	"1"	"1"	"33"	"4"	"0"	"2"	"1"	"2019-6-22 19:54:03"	"1"	"2019-6-22 19:54:05"	"1"	""
"6"	"1"	"1"	"34"	"4"	"0"	"3"	"1"	"2019-6-22 11:54:15"	"1"	"2019-6-22 19:54:19"	"1"	""
"8"	"1"	"1"	"36"	"5"	"0"	"1"	"1"	"2019-6-22 13:53:58"	"1"	"2019-6-22 19:55:54"	"1"	""
"9"	"1"	"1"	"1"	"6"	"1"	"1"	"1"	"2019-6-22 19:59:05"	"1"	"2019-6-22 19:59:08"	"1"	""
"10"	"1"	"1"	"2"	"6"	"1"	"2"	"1"	"2019-6-22 21:56:38"	"1"	"2019-6-22 21:56:41"	"1"	""
"11"	"1"	"1"	"3"	"6"	"1"	"3"	"1"	"2019-6-22 22:19:32"	"1"	"2019-6-22 22:19:35"	"1"	""
"12"	"1"	"1"	"4"	"6"	"0"	"4"	"1"	"2019-6-22 22:20:12"	"1"	"2019-6-22 22:20:15"	"1"	""
"13"	"1"	"1"	"5"	"6"	"0"	"5"	"1"	"2019-6-22 22:20:27"	"1"	"2019-6-22 22:20:30"	"1"	""
"14"	"1"	"1"	"6"	"6"	"0"	"6"	"1"	"2019-6-22 22:21:04"	"1"	"2019-6-22 22:21:06"	"1"	""
"15"	"1"	"1"	"7"	"6"	"0"	"7"	"1"	"2019-6-22 14:21:18"	"1"	"2019-6-22 22:21:22"	"1"	""
"16"	"1"	"1"	"8"	"6"	"1"	"8"	"1"	"2019-6-22 14:21:56"	"1"	"2019-6-22 22:22:00"	"1"	""
"17"	"1"	"1"	"9"	"6"	"0"	"9"	"1"	"2019-6-22 22:22:14"	"1"	"2019-6-22 22:22:21"	"1"	""
"18"	"1"	"1"	"10"	"6"	"0"	"10"	"1"	"2019-8-2 07:44:27"	"1"	"2019-6-22 22:23:34"	"1"	""
"19"	"1"	"1"	"11"	"6"	"0"	"11"	"1"	"2019-8-2 07:44:27"	"1"	"2019-6-22 22:23:47"	"1"	""
"20"	"1"	"1"	"12"	"6"	"0"	"12"	"1"	"2019-8-2 07:44:27"	"1"	"2019-6-22 22:24:01"	"1"	""
"21"	"1"	"1"	"13"	"6"	"0"	"13"	"1"	"2019-6-22 22:30:40"	"1"	"2019-6-22 22:30:42"	"1"	""
"22"	"1"	"1"	"45"	"6"	"0"	"14"	"1"	"2019-8-2 07:44:27"	"1"	"2019-6-22 22:31:20"	"1"	""
"23"	"1"	"1"	"14"	"6"	"0"	"15"	"1"	"2019-6-22 22:31:50"	"1"	"2019-6-22 22:31:54"	"1"	""
"24"	"1"	"1"	"16"	"6"	"1"	"16"	"1"	"2019-6-22 22:32:57"	"1"	"2019-6-22 22:33:01"	"1"	""
"25"	"1"	"1"	"21"	"6"	"1"	"17"	"1"	"2019-6-22 22:33:32"	"1"	"2019-6-22 22:33:34"	"1"	""
"26"	"1"	"1"	"37"	"6"	"0"	"18"	"1"	"2019-6-22 14:34:14"	"1"	"2019-6-22 22:34:17"	"1"	""
"27"	"1"	"1"	"36"	"7"	"0"	"1"	"1"	"2019-6-22 22:36:10"	"1"	"2019-6-22 22:36:12"	"1"	""
"28"	"1"	"1"	"39"	"8"	"0"	"1"	"1"	"2019-6-22 22:37:44"	"1"	"2019-6-22 22:37:46"	"1"	""
"29"	"1"	"1"	"39"	"9"	"0"	"1"	"1"	"2019-6-22 14:38:03"	"1"	"2019-6-22 22:38:07"	"1"	""
"30"	"1"	"1"	"40"	"12"	"0"	"1"	"1"	"2019-6-22 22:41:14"	"1"	"2019-6-22 22:41:16"	"1"	""
"31"	"1"	"1"	"42"	"10"	"0"	"1"	"1"	"2019-6-22 22:43:08"	"1"	"2019-6-22 22:43:10"	"1"	""
"32"	"1"	"1"	"44"	"11"	"0"	"1"	"1"	"2019-6-22 22:43:53"	"1"	"2019-6-22 22:43:58"	"1"	""
"33"	"1"	"1"	"46"	"13"	"0"	"1"	"1"	"2019-6-28 17:45:00"	"1"	"2019-6-22 23:24:52"	"1"	""
"34"	"1"	"2"	"48"	"14"	"0"	"1"	"1"	"2019-9-9 08:43:06"	"1"	"2019-6-28 09:25:10"	"1"	""
"35"	"69"	"3"	"55"	"20"	"0"	"1"	"1"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"1"
"36"	"69"	"3"	"52"	"21"	"0"	"1"	"1"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"3"
"37"	"69"	"3"	"65"	"22"	"0"	"1"	"1"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"4"
"38"	"69"	"3"	"63"	"22"	"0"	"2"	"1"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"5"
"39"	"69"	"3"	"64"	"22"	"0"	"3"	"1"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"6"
"40"	"69"	"3"	"49"	"23"	"0"	"1"	"1"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"8"
"41"	"69"	"3"	"61"	"24"	"1"	"1"	"1"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"9"
"42"	"69"	"3"	"60"	"24"	"1"	"2"	"1"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"10"
"43"	"69"	"3"	"59"	"24"	"1"	"3"	"1"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"11"
"44"	"69"	"3"	"85"	"24"	"0"	"4"	"1"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"12"
"45"	"69"	"3"	"84"	"24"	"0"	"5"	"1"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"13"
