"60"	"61"	"PAB"	"平安银行"	"307584007998"	"平安银行"	"3000001111101"	"蓝月亮清洁卫生有限责任公司"	"1,2"	"0"	"0"	"0"	"440"	"广东省"	"5840"	"深圳市"	"1"	""	"1842"	"40"	"2019-7-25 10:36:43"	""	"2019-7-25 10:30:40"	""	"2019-8-21 10:12:52"	"0"
"61"	"61"	"CITIC"	"中信银行"	"302584043105"	"中信银行深圳分行"	"6000123456"	"蓝月亮清洁卫生有限责任公司"	"2"	"0"	"1"	"0"	"440"	"广东省"	"5840"	"深圳市"	"1"	""	"1843"	"11"	""	""	"2019-7-25 10:51:05"	""	"2019-8-21 10:12:52"	"0"
"62"	"61"	"PAB"	"平安银行"	"307584008005"	"平安银行总行营业部"	"13300001101"	"蓝月亮清洁卫生有限责任公司"	"2"	"0"	"0"	"0"	"440"	"广东省"	"5840"	"深圳市"	"1"	""	"1844"	"13"	"2019-7-25 13:45:26"	""	"2019-7-25 13:43:07"	""	"2019-8-21 10:12:52"	"0"
"63"	"61"	"PAB"	"平安银行"	"307611040013"	"平安银行股份有限公司南宁分行营业部"	"66998800110004"	"蓝月亮清洁卫生有限责任公司"	"1,2"	"0"	"0"	"0"	"450"	"广西壮族自治区"	"6110"	"南宁市"	"1"	""	"1847"	"13"	"2019-7-25 15:44:56"	""	"2019-7-25 15:40:04"	""	"2019-8-21 10:12:52"	"0"
"64"	"61"	"CMB"	"招商银行"	"308191036000"	"招商银行股份有限公司呼和浩特分行"	"666555222200001"	"蓝月亮清洁卫生有限责任公司"	"2"	"0"	"0"	"0"	"150"	"内蒙古自治区"	"1910"	"呼和浩特市"	"2"	"2019072516295262570556759"	"1848"	"40"	"2019-7-25 16:30:39"	""	"2019-7-25 16:29:53"	""	"2019-8-21 10:12:52"	"0"
"65"	"62"	"CMBC"	"中国民生银行"	"305191064002"	"中国民生银行股份有限公司呼和浩特分行"	"5454541521215"	"天综帽创特管工有限公司"	"1"	"0"	"0"	"0"	"150"	"内蒙古自治区"	"1910"	"呼和浩特市"	"1"	""	"1849"	"40"	"2019-7-25 16:45:40"	""	"2019-7-25 16:44:50"	""	"2019-7-25 16:46:01"	"0"
"66"	"62"	"GDNX"	"广东省农村信用社联合社"	"402191009992"	"内蒙古自治区农村信用社联合社"	"52415245645212"	"天综帽创特管工有限公司"	"1"	"0"	"0"	"0"	"150"	"内蒙古自治区"	"1910"	"呼和浩特市"	"3"	""	"1850"	"21"	"2019-7-25 16:56:04"	""	"2019-7-25 16:54:44"	""	"2019-7-25 16:58:00"	"0"
"67"	"62"	"CMB"	"招商银行"	"308121000016"	"招商银行股份有限公司石家庄分行"	"545365451165456132151"	"天综帽创特管工有限公司"	"2"	"0"	"0"	"0"	"130"	"河北省"	"1210"	"石家庄市"	"1"	""	"1851"	"11"	""	""	"2019-7-25 17:01:26"	""	"2019-8-21 10:12:52"	"0"
"68"	"62"	"CITIC"	"中信银行"	"302584043105"	"中信银行深圳分行"	"8110901013300611030"	"天综帽创特管工有限公司"	"1"	"1"	"0"	"0"	"440"	"广东省"	"5840"	"深圳市"	"1"	"2019072517044127523704915"	"1852"	"40"	"2019-7-25 17:06:23"	""	"2019-7-25 17:04:41"	""	"2019-7-26 10:10:28"	"0"
"69"	"66"	"ABC"	"中国农业银行"	"103121030005"	"中国农业银行股份有限公司石家庄分行"	"1002003004001"	"天综帽创特管工有限公司"	"1,2"	"0"	"1"	"1"	"130"	"河北省"	"1210"	"石家庄市"	"2"	"2019072610004861919240155"	"1854"	"40"	"2019-7-26 10:03:43"	""	"2019-7-26 10:00:49"	""	"2019-8-21 10:12:52"	"0"
