"1"	"62"	"蓝天汽修美容美发有限公司"	"7"	"10.0000000000"	"972.2222"	"304808.00"	"35"	"1"	"42"	"被授权人姓名"	"2019-7-25 17:16:12"	"2"	"42"	"2019-7-25 14:59:42"	"43"	""
"2"	"62"	"蓝天汽修美容美发有限公司"	"1"	"11.0000000000"	"1069.4444"	"304508.74"	"35"	"1"	"42"	"被授权人姓名"	"2019-7-25 17:25:08"	"2"	"42"	"2019-7-25 15:01:51"	"43"	""
"3"	"62"	"天综帽创特管工有限公司"	"19"	"279.7600000000"	"777.1100"	"305408.55"	"1"	"1"	"42"	"被授权人姓名"	""	"1"	"42"	"2019-7-26 14:34:51"	"42"	""
"4"	"62"	"天综帽创特管工有限公司"	"21"	"10.0000000000"	"138.8889"	"52038867.60"	"5"	"1"	"42"	"被授权人姓名"	"2019-7-26 15:24:44"	"2"	"42"	"2019-7-26 15:21:56"	"43"	""
"5"	"62"	"天综帽创特管工有限公司"	"26"	"10.1100000000"	"84.2592"	"3510554.76"	"3"	"1"	"42"	"被授权人姓名"	"2019-7-26 18:05:17"	"2"	"42"	"2019-7-26 18:04:38"	"43"	""
"6"	"62"	"天综帽创特管工有限公司"	"28"	"90.0000000000"	"1250.0000"	"19750.33"	"5"	"1"	"42"	"被授权人姓名"	""	"1"	"42"	"2019-7-27 13:59:24"	"42"	""
"7"	"62"	"天综帽创特管工有限公司"	"29"	"0.0000000000"	"0.0000"	"61335652.66"	"5"	"1"	"42"	"被授权人姓名"	"2019-7-29 09:24:00"	"2"	"42"	"2019-7-27 14:08:13"	"43"	""
"8"	"62"	"天综帽创特管工有限公司"	"32"	"43.9900000000"	"611.0093"	"65065456.55"	"5"	"1"	"42"	"被授权人姓名"	"2019-7-27 14:22:31"	"2"	"42"	"2019-7-27 14:20:32"	"43"	""
"9"	"62"	"天综帽创特管工有限公司"	"33"	"8.6900000000"	"1569.4610"	"2508645.66"	"65"	"1"	"42"	"被授权人姓名"	""	"4"	"42"	"2019-7-27 14:31:46"	"42"	"2019-7-27 14:34:58"
"10"	"62"	"天综帽创特管工有限公司"	"34"	"16.8600000000"	"234.1312"	"213055452.33"	"5"	"1"	"42"	"被授权人姓名"	"2019-7-27 14:44:37"	"2"	"42"	"2019-7-27 14:43:06"	"43"	""
"11"	"62"	"天综帽创特管工有限公司"	"35"	"47.9500000000"	"666.0000"	"150314556.39"	"5"	"1"	"42"	"被授权人姓名"	""	"3"	"42"	"2019-7-27 15:00:30"	"43"	""
"12"	"62"	"天综帽创特管工有限公司"	"36"	"23.4300000000"	"390.5155"	"510143512.33"	"6"	"1"	"42"	"被授权人姓名"	""	"4"	"42"	"2019-7-27 15:14:18"	"42"	"2019-7-27 15:16:47"
"13"	"62"	"天综帽创特管工有限公司"	"35"	"0.0000000000"	"0.0000"	"151322363.33"	"5"	"1"	"42"	"被授权人姓名"	"2019-7-27 15:15:38"	"2"	"42"	"2019-7-27 15:15:29"	"43"	""
"14"	"62"	"天综帽创特管工有限公司"	"37"	"0.0000000000"	"0.0000"	"48541521.33"	"7"	"1"	"42"	"被授权人姓名"	""	"4"	"42"	"2019-7-27 15:22:59"	"42"	"2019-7-27 15:24:26"
"15"	"62"	"天综帽创特管工有限公司"	"37"	"52.9700000000"	"1030.0460"	"48041521.33"	"7"	"1"	"42"	"被授权人姓名"	""	"4"	"42"	"2019-7-27 15:26:20"	"42"	"2019-7-27 15:27:07"
"16"	"62"	"天综帽创特管工有限公司"	"37"	"0.1100000000"	"2.0601"	"48540521.33"	"7"	"1"	"42"	"被授权人姓名"	""	"1"	"42"	"2019-7-27 15:27:39"	"42"	""
"17"	"62"	"天综帽创特管工有限公司"	"39"	"4.4200000000"	"73.7446"	"542012515.15"	"6"	"1"	"42"	"被授权人姓名"	""	"4"	"42"	"2019-7-27 15:34:15"	"42"	"2019-7-27 15:34:43"
"18"	"62"	"天综帽创特管工有限公司"	"39"	"31.3800000000"	"523.0000"	"539575697.70"	"6"	"1"	"42"	"被授权人姓名"	"2019-7-27 15:36:35"	"2"	"42"	"2019-7-27 15:35:34"	"43"	""
"19"	"62"	"天综帽创特管工有限公司"	"38"	"63.0900000000"	"5783.1290"	"290000.00"	"33"	"1"	"42"	"被授权人姓名"	"2019-7-27 15:45:04"	"2"	"42"	"2019-7-27 15:36:02"	"43"	""
"20"	"62"	"天综帽创特管工有限公司"	"40"	"11.0800000000"	"184.6615"	"54053135.11"	"6"	"1"	"42"	"被授权人姓名"	"2019-7-27 16:15:05"	"2"	"42"	"2019-7-27 16:08:43"	"43"	""
"21"	"62"	"天综帽创特管工有限公司"	"42"	"0.0300000000"	"26.5980"	"132100000.00"	"371"	"1"	"42"	"被授权人姓名"	"2019-7-27 16:59:24"	"2"	"42"	"2019-7-27 16:58:31"	"43"	""
"22"	"62"	"天综帽创特管工有限公司"	"43"	"900.0000000000"	"12500.0000"	"70000.00"	"5"	"1"	"42"	"被授权人姓名"	""	"4"	"42"	"2019-7-27 17:37:08"	"42"	"2019-7-27 17:38:02"
"23"	"62"	"天综帽创特管工有限公司"	"43"	"9.0000000000"	"125.0000"	"79900.00"	"5"	"1"	"42"	"被授权人姓名"	"2019-7-27 17:46:41"	"2"	"42"	"2019-7-27 17:41:37"	"43"	""
"24"	"61"	"蓝月亮清洁卫生有限责任公司"	"41"	"50.0000000000"	"4583.3333"	"293692.98"	"33"	"1"	"43"	"营业执照法人"	""	"3"	"43"	"2019-7-27 18:08:25"	"42"	""
"25"	"62"	"天综帽创特管工有限公司"	"45"	"0.0001414286"	"0.0055"	"2000000.00"	"14"	"1"	"42"	"被授权人姓名"	"2019-7-27 18:53:35"	"2"	"42"	"2019-7-27 18:42:41"	"43"	"2019-7-27 11:11:54"
"26"	"62"	"天综帽创特管工有限公司"	"46"	"240.0000000000"	"3333.3333"	"290000.00"	"5"	"1"	"42"	"被授权人姓名"	"2019-7-27 19:10:57"	"2"	"42"	"2019-7-27 19:10:24"	"43"	""
"27"	"62"	"天综帽创特管工有限公司"	"47"	"150.0000000000"	"2500.0000"	"3900000.00"	"6"	"1"	"42"	"被授权人姓名"	"2019-7-27 19:16:14"	"2"	"42"	"2019-7-27 19:15:40"	"43"	""
"28"	"62"	"天综帽创特管工有限公司"	"48"	"12.0000000000"	"200.0000"	"24185.53"	"6"	"1"	"42"	"被授权人姓名"	"2019-7-27 19:38:48"	"2"	"42"	"2019-7-27 19:38:36"	"43"	""
"29"	"62"	"天综帽创特管工有限公司"	"50"	"6.0000000000"	"100.0000"	"99900.00"	"6"	"1"	"42"	"被授权人姓名"	"2019-7-27 19:54:05"	"2"	"42"	"2019-7-27 19:53:52"	"43"	""
"30"	"62"	"天综帽创特管工有限公司"	"49"	"11.0000000000"	"152.7778"	"1232554.05"	"5"	"1"	"42"	"被授权人姓名"	"2019-7-27 19:58:21"	"2"	"42"	"2019-7-27 19:58:08"	"43"	""
"31"	"65"	"张三控股有限公司-彭艳萍"	"11"	"12.0000000000"	"1033.3333"	"304619.89"	"31"	"1"	"46"	"韦小宝"	""	"1"	"46"	"2019-7-29 15:15:58"	"46"	""
"32"	"65"	"张三控股有限公司-彭艳萍"	"51"	"16.0000000000"	"1466.6667"	"1214060.73"	"33"	"1"	"46"	"韦小宝"	""	"1"	"46"	"2019-7-29 15:16:22"	"46"	""
"33"	"62"	"天综帽创特管工有限公司"	"52"	"0.2056649207"	"3.9990"	"50010001.33"	"7"	"1"	"42"	"被授权人姓名-资方2"	"2019-7-29 18:24:22"	"2"	"42"	"2019-7-29 18:23:27"	"43"	""
