"5"	"7"	"1"	""	""	""	"SPJY201907250001"	"304808.00"	"35"	"98"	""	""	""	""	""	""	""	"1"	"42"	"被授权人姓名"	""	"43"	"2019-7-25 17:16:12"	"42"	"2019-7-27 11:24:22"	"10"
"6"	"1"	"2"	"542320250720196880"	"542320250720196869"	"B2019072520235642094351228"	"SPJY201907250003"	"304508.74"	"35"	"99"	"99"	"2019-7-25 20:23:54"	"2019-7-26 20:23:54"	"2019-7-25 21:09:08"	"99"	"99"	"2019-7-25 21:16:30"	""	""	""	""	"43"	"2019-7-25 17:25:08"	"42"	"2019-7-27 11:24:25"	"0"
"8"	"21"	"4"	"435616260720198179"	"435616260720198187"	"B2019072616564519164701913"	"SPJY201907260002"	"52038867.60"	"5"	"98"	"99"	"2019-7-26 16:56:43"	"2019-7-27 16:56:43"	"2019-7-26 17:02:09"	""	""	""	"1"	"42"	"被授权人姓名"	""	"43"	"2019-7-26 15:24:44"	"42"	"2019-7-27 11:24:25"	"0"
"9"	"26"	"5"	""	""	""	"SPJY201907260002"	"3510554.76"	"3"	"3"	""	""	""	""	""	""	""	""	""	""	""	"43"	"2019-7-26 18:05:17"	"43"	"2019-7-27 11:24:26"	"0"
"10"	"32"	"8"	""	""	""	"SPJY201907270002"	"65065456.55"	"5"	"98"	""	""	""	""	""	""	""	"2"	"43"	"营业执照法人"	""	"43"	"2019-7-27 14:22:31"	"43"	"2019-7-27 11:24:26"	"0"
"11"	"34"	"10"	""	""	""	"SPJY201907270003"	"213055452.33"	"5"	"1"	""	""	""	""	""	""	""	""	""	""	""	"43"	"2019-7-27 14:44:37"	"43"	"2019-7-27 11:24:27"	"0"
"12"	"35"	"13"	""	""	""	"SPJY201907270004"	"151322363.33"	"5"	"1"	""	""	""	""	""	""	""	""	""	""	""	"43"	"2019-7-27 15:15:38"	"43"	"2019-7-27 11:24:27"	"0"
"13"	"39"	"18"	""	""	""	"SPJY201907270005"	"539575697.70"	"6"	"98"	""	""	""	""	""	""	""	"1"	"42"	"被授权人姓名"	""	"43"	"2019-7-27 15:36:35"	"42"	"2019-7-27 11:24:28"	"0"
"14"	"38"	"19"	"2856152707201914994"	"2856152707201914771"	"B2019072715563218519692830"	"SPJY201907270005"	"290000.00"	"33"	"99"	"99"	"2019-7-27 15:56:28"	"2019-7-27 16:06:28"	"2019-7-27 16:00:33"	"99"	"99"	"2019-7-27 16:03:59"	""	""	""	""	"43"	"2019-7-27 15:45:04"	"42"	"2019-7-27 11:24:29"	"0"
"15"	"40"	"20"	"0026162707201915080"	"0026162707201915442"	"B2019072716260242292505240"	"SPJY201907270006"	"54053135.11"	"6"	"97"	"99"	"2019-7-27 16:26:00"	"2019-7-27 16:36:00"	"2019-7-27 16:31:09"	""	""	""	"1"	"42"	"被授权人姓名"	""	"43"	"2019-7-27 16:15:05"	"42"	"2019-7-27 11:24:29"	"0"
"16"	"42"	"21"	"3904172707201916435"	"3904172707201916796"	"B2019072717044072113744863"	"SPJY201907270007"	"132100000.00"	"371"	"98"	"99"	"2019-7-27 17:04:39"	"2019-7-27 17:14:39"	"2019-7-27 17:05:22"	""	""	""	"2"	"43"	"营业执照法人"	""	"43"	"2019-7-27 16:59:24"	"43"	"2019-7-27 11:24:30"	"0"
"24"	"43"	"23"	"1052172707201924577"	"1052172707201924987"	"B2019072717521359667216399"	"SPJY201907270009"	"79900.00"	"5"	"4"	"99"	"2019-7-27 17:52:10"	"2019-7-27 17:57:10"	"2019-7-27 19:52:00"	""	""	""	""	""	""	""	"43"	"2019-7-27 17:46:41"	"1"	"2019-7-27 19:52:00"	"0"
"25"	"45"	"25"	""	""	""	"SPJY201907270010"	"2000000.00"	"14"	"2"	""	""	""	""	""	""	""	""	""	""	""	"43"	"2019-7-27 18:53:35"	"43"	"2019-7-27 18:53:35"	"1011"
"26"	"46"	"26"	"4734192707201926843"	"4734192707201926401"	"B2019072719345132069851861"	"SPJY201907270010"	"290000.00"	"5"	"3"	"1"	"2019-7-27 19:34:47"	"2019-7-27 19:39:47"	""	""	""	""	""	""	""	""	"43"	"2019-7-27 19:10:57"	"42"	"2019-7-27 19:34:48"	"1111"
"27"	"47"	"27"	""	""	""	"SPJY201907270011"	"3900000.00"	"6"	"98"	""	""	""	""	""	""	""	"2"	"43"	"营业执照法人"	""	"43"	"2019-7-27 19:16:14"	"43"	"2019-7-27 19:31:42"	"1111"
"28"	"48"	"28"	"3142192707201928798"	"3142192707201928343"	"B2019072719423280644067504"	"SPJY201907270013"	"24185.53"	"6"	"4"	"99"	"2019-7-27 19:42:31"	"2019-7-27 19:47:31"	"2019-7-27 19:52:32"	""	""	""	""	""	""	""	"43"	"2019-7-27 19:38:48"	"42"	"2019-7-27 19:52:32"	"1111"
"29"	"50"	"29"	"3656192707201929879"	"3656192707201929417"	"B2019072719563776369123166"	"SPJY201907270014"	"99900.00"	"6"	"6"	"99"	"2019-7-27 19:56:36"	"2019-7-27 20:01:36"	"2019-7-27 19:57:49"	""	""	""	""	""	""	""	"43"	"2019-7-27 19:54:05"	"42"	"2019-7-27 20:02:40"	"1111"
"30"	"49"	"30"	"0601202707201930273"	"0601202707201930649"	"B2019072720010766134261031"	"SPJY201907270014"	"1232554.05"	"5"	"3"	"1"	"2019-7-27 20:01:06"	"2019-7-27 20:06:06"	""	""	""	""	""	""	""	""	"43"	"2019-7-27 19:58:21"	"42"	"2019-7-27 20:01:06"	"1111"
"31"	"29"	"7"	"4318163007201931778"	"4318163007201931022"	"B2019073016184531131120750"	"SPJY201907290002"	"61335652.66"	"3"	"98"	"99"	"2019-7-30 16:18:43"	"2019-7-30 16:38:43"	"2019-7-30 16:21:29"	""	""	""	"1"	"42"	"被授权人姓名-资方2"	""	"43"	"2019-7-29 09:24:00"	"42"	"2019-7-30 18:21:19"	"1111"
"33"	"52"	"33"	"4734182907201933582"	"4734182907201933264"	"B2019072918344917427754200"	"SPJY201907290002"	"50010001.33"	"7"	"6"	"99"	"2019-7-29 18:34:47"	"2019-7-29 18:39:47"	"2019-7-29 18:36:33"	""	""	""	""	""	""	""	"43"	"2019-7-29 18:24:22"	"42"	"2019-7-29 18:57:18"	"1111"
"34"	"53"	"35"	"1501143007201934786"	"1501143007201934322"	"B2019073014011733825964881"	"SPJY201907290004"	"540475.66"	"7"	"3"	"97"	"2019-7-30 14:01:15"	"2019-7-30 14:21:15"	""	""	""	""	""	""	""	""	"43"	"2019-7-29 19:28:00"	"1"	"2019-8-6 09:39:00"	"1111"
"35"	"54"	"34"	"4411163007201935854"	"4411163007201935394"	"B2019073016114714985621226"	"SPJY201907290005"	"5203123.11"	"12"	"98"	"1"	"2019-7-30 16:11:44"	"2019-7-30 16:31:44"	""	""	""	""	"1"	"42"	"被授权人姓名-资方2"	""	"43"	"2019-7-29 19:28:03"	"42"	"2019-7-30 16:14:08"	"1111"
