"1"	"1"	"1"	"credit1"	"草稿"	""	"0"	"1"	"2019-6-24 09:47:47"	"1"	"2019-6-18 18:45:53"	"1"	"1"	""
"2"	"1"	"1"	"credit2"	"客户经理初审"	""	"1"	"2"	"2019-6-25 09:24:20"	"1"	"2019-6-18 18:45:53"	"1"	"1"	""
"3"	"1"	"1"	"credit3"	"商务经理资信评估"	""	"2"	"3"	"2019-7-10 10:13:37"	"1"	"2019-6-18 18:45:53"	"1"	"1"	""
"4"	"1"	"1"	"credit4"	"项目风险评估"	""	"2"	"4"	"2019-6-22 03:35:31"	"1"	"2019-6-22 19:35:29"	"1"	"1"	""
"5"	"1"	"1"	"credit5"	"确定初步方案"	""	"2"	"5"	"2019-6-22 03:36:30"	"1"	"2019-6-22 19:35:29"	"1"	"1"	""
"6"	"1"	"1"	"credit6"	"准备资料"	""	"2"	"6"	"2019-6-22 03:37:06"	"1"	"2019-6-22 19:35:29"	"1"	"1"	""
"7"	"1"	"1"	"credit7"	"客户经理审核"	""	"2"	"7"	"2019-6-22 03:37:26"	"1"	"2019-6-22 19:35:29"	"1"	"1"	""
"8"	"1"	"1"	"credit8"	"风控经理审核"	""	"2"	"8"	"2019-6-22 03:38:00"	"1"	"2019-6-22 19:35:29"	"1"	"1"	""
"9"	"1"	"1"	"credit9"	"待补充资料"	""	"3"	"9"	"2019-9-25 08:47:03"	"1"	"2019-6-22 19:35:29"	"1"	"1"	""
"10"	"1"	"1"	"credit10"	"财务经理审核"	""	"2"	"10"	"2019-6-22 03:38:37"	"1"	"2019-6-22 19:35:29"	"1"	"1"	""
"11"	"1"	"1"	"credit11"	"风控总经理审批"	""	"2"	"11"	"2019-6-22 03:39:19"	"1"	"2019-6-22 19:39:21"	"1"	"1"	""
"12"	"1"	"1"	"credit98"	"授信完成"	""	"10"	"98"	"2019-6-22 07:03:09"	"1"	"2019-6-22 19:39:46"	"1"	"1"	""
"13"	"1"	"1"	"credit99"	"已拒绝"	""	"11"	"99"	"2019-6-22 11:40:55"	"1"	"2019-6-22 19:40:58"	"1"	"1"	""
"14"	"1"	"2"	"ticket1"	"草稿"	""	"0"	"1"	"2019-6-27 20:27:20"	"1"	"2019-6-27 20:27:16"	"1"	"1"	""
"15"	"1"	"2"	"ticket2"	"待审批"	""	"1"	"2"	"2019-6-27 22:48:56"	"1"	"2019-6-27 20:28:01"	"1"	"1"	""
"16"	"1"	"2"	"ticket99"	"审批通过"	""	"10"	"3"	"2019-6-27 22:50:59"	"1"	"2019-6-27 22:48:52"	"1"	"1"	""
"17"	"1"	"2"	"ticket98"	"审批拒绝"	""	"11"	"4"	"2019-6-27 22:51:05"	"1"	"2019-6-27 22:50:15"	"1"	"1"	""
"18"	"69"	"3"	"credit1"	"草稿"	""	"0"	"1"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"1"	"1"
"19"	"69"	"3"	"credit2"	"客户经理初审"	""	"1"	"2"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"1"	"2"
"20"	"69"	"3"	"credit3"	"商务经理资信评估"	""	"2"	"3"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"1"	"3"
"21"	"69"	"3"	"credit4"	"项目风险评估"	""	"2"	"4"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"1"	"4"
"22"	"69"	"3"	"credit5"	"确定初步方案"	""	"2"	"5"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"1"	"5"
"23"	"69"	"3"	"credit6"	"准备资料"	""	"2"	"6"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"1"	"6"
"24"	"69"	"3"	"credit7"	"客户经理审核"	""	"2"	"7"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"1"	"7"
"25"	"69"	"3"	"credit8"	"风控经理审核"	""	"2"	"8"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"1"	"8"
"26"	"69"	"3"	"credit9"	"待补充资料"	""	"3"	"9"	"2019-9-25 08:47:03"	"1"	"2019-7-29 07:05:35"	"1"	"1"	"9"
"27"	"69"	"3"	"credit10"	"财务经理审核"	""	"2"	"10"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"1"	"10"
"28"	"69"	"3"	"credit11"	"风控总经理审批"	""	"2"	"11"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"1"	"11"
"29"	"69"	"3"	"credit98"	"授信完成"	""	"10"	"98"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"1"	"12"
"30"	"69"	"3"	"credit99"	"已拒绝"	""	"11"	"99"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"1"	"13"
"31"	"69"	"4"	"ticket1"	"草稿"	""	"0"	"1"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"1"	"14"
"32"	"69"	"4"	"ticket2"	"待审批"	""	"1"	"2"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"1"	"15"
"33"	"69"	"4"	"ticket99"	"审批通过"	""	"10"	"3"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"1"	"16"
"34"	"69"	"4"	"ticket98"	"审批拒绝"	""	"11"	"4"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"1"	"17"
"71"	"66"	"8"	"credit1"	"草稿"	""	"0"	"1"	"2019-7-30 03:43:41"	"1"	"2019-7-30 03:43:41"	"1"	"1"	"1"
"72"	"66"	"8"	"credit2"	"客户经理初审"	""	"1"	"2"	"2019-7-30 03:43:41"	"1"	"2019-7-30 03:43:41"	"1"	"1"	"2"
"73"	"66"	"8"	"credit3"	"商务经理资信评估"	""	"2"	"3"	"2019-7-30 03:43:41"	"1"	"2019-7-30 03:43:41"	"1"	"1"	"3"
"74"	"66"	"8"	"credit4"	"项目风险评估"	""	"2"	"4"	"2019-7-30 03:43:41"	"1"	"2019-7-30 03:43:41"	"1"	"1"	"4"
"75"	"66"	"8"	"credit5"	"确定初步方案"	""	"2"	"5"	"2019-7-30 03:43:41"	"1"	"2019-7-30 03:43:41"	"1"	"1"	"5"
"76"	"66"	"8"	"credit6"	"准备资料"	""	"2"	"6"	"2019-7-30 03:43:41"	"1"	"2019-7-30 03:43:41"	"1"	"1"	"6"
"77"	"66"	"8"	"credit7"	"客户经理审核"	""	"2"	"7"	"2019-7-30 03:43:41"	"1"	"2019-7-30 03:43:41"	"1"	"1"	"7"
"78"	"66"	"8"	"credit8"	"风控经理审核"	""	"2"	"8"	"2019-7-30 03:43:41"	"1"	"2019-7-30 03:43:41"	"1"	"1"	"8"
"79"	"66"	"8"	"credit9"	"待补充资料"	""	"3"	"9"	"2019-9-25 08:47:03"	"1"	"2019-7-30 03:43:41"	"1"	"1"	"9"
"80"	"66"	"8"	"credit10"	"财务经理审核"	""	"2"	"10"	"2019-7-30 03:43:41"	"1"	"2019-7-30 03:43:41"	"1"	"1"	"10"
"81"	"66"	"8"	"credit11"	"风控总经理审批"	""	"2"	"11"	"2019-7-30 03:43:41"	"1"	"2019-7-30 03:43:41"	"1"	"1"	"11"
"82"	"66"	"8"	"credit98"	"授信完成"	""	"10"	"98"	"2019-7-30 03:43:41"	"1"	"2019-7-30 03:43:41"	"1"	"1"	"12"
"83"	"66"	"8"	"credit99"	"拒绝"	""	"11"	"99"	"2019-7-30 07:04:36"	"1"	"2019-7-30 03:43:41"	"1"	"1"	"13"
"86"	"66"	"9"	"ticket1"	"草稿"	""	"0"	"1"	"2019-7-30 03:43:41"	"1"	"2019-7-30 03:43:41"	"1"	"1"	"14"
"87"	"66"	"9"	"ticket2"	"待审批"	""	"1"	"2"	"2019-7-30 03:43:41"	"1"	"2019-7-30 03:43:41"	"1"	"1"	"15"
