"1"	"1"	"1"	"1"	"1"	"1"	""	""	"1"	"2019-10-11 04:06:21"	""	""	""	"1"	""
"2"	"1"	"1"	"160"	"2"	"0"	""	""	"1"	"2019-6-24 19:04:07"	"1"	"2019-6-24 19:04:10"	"1"	"1"	""
"3"	"1"	"1"	"161"	"3"	"1"	""	""	"1"	"2019-6-24 11:06:50"	"1"	"2019-6-24 19:06:35"	"1"	"1"	""
"4"	"1"	"1"	"162"	"3"	"1"	""	""	"2"	"2019-6-24 19:07:02"	"1"	"2019-6-24 19:07:05"	"1"	"1"	""
"5"	"1"	"1"	"163"	"3"	"1"	""	""	"3"	"2019-6-24 19:07:29"	"1"	"2019-6-24 19:07:32"	"1"	"1"	""
"6"	"1"	"1"	"164"	"3"	"1"	""	""	"4"	"2019-6-24 19:07:53"	"1"	"2019-6-24 19:07:55"	"1"	"1"	""
"7"	"1"	"1"	"165"	"3"	"1"	""	""	"5"	"2019-6-24 19:08:30"	"1"	"2019-6-24 19:08:33"	"1"	"1"	""
"8"	"1"	"1"	"166"	"3"	"1"	""	""	"6"	"2019-6-24 19:10:24"	"1"	"2019-6-24 19:10:26"	"1"	"1"	""
"9"	"1"	"1"	"167"	"3"	"1"	""	""	"7"	"2019-6-24 19:10:55"	"1"	"2019-6-24 19:10:57"	"1"	"1"	""
"10"	"1"	"1"	"168"	"3"	"1"	""	""	"8"	"2019-6-24 19:11:26"	"1"	"2019-6-24 19:11:28"	"1"	"1"	""
"11"	"1"	"1"	"169"	"3"	"1"	""	""	"9"	"2019-6-24 19:11:53"	"1"	"2019-6-24 19:11:55"	"1"	"1"	""
"12"	"1"	"1"	"170"	"3"	"1"	""	""	"10"	"2019-8-13 09:10:49"	"1"	"2019-6-24 19:12:25"	"1"	"1"	""
"13"	"1"	"1"	"171"	"3"	"1"	""	""	"11"	"2019-6-24 19:12:50"	"1"	"2019-6-24 19:12:52"	"1"	"1"	""
"14"	"1"	"1"	"172"	"4"	"1"	""	""	"2"	"2019-10-11 04:06:21"	"1"	"2019-6-24 19:14:03"	"1"	"1"	""
"15"	"1"	"1"	"173"	"4"	"0"	""	""	"3"	"2019-10-11 04:06:21"	"1"	"2019-6-24 19:18:58"	"1"	"1"	""
"16"	"1"	"1"	"174"	"4"	"1"	""	""	"4"	"2019-10-11 04:06:21"	"1"	"2019-6-24 19:19:35"	"1"	"1"	""
"17"	"1"	"1"	"175"	"4"	"1"	""	""	"5"	"2019-10-11 04:06:21"	"1"	"2019-6-24 19:20:08"	"1"	"1"	""
"18"	"1"	"1"	"176"	"4"	"1"	""	""	"6"	"2019-10-11 04:06:21"	"1"	"2019-6-24 19:20:35"	"1"	"1"	""
"19"	"1"	"1"	"177"	"4"	"1"	""	""	"7"	"2019-10-11 04:06:21"	"1"	"2019-6-24 19:20:59"	"1"	"1"	""
"20"	"1"	"1"	"179"	"5"	"0"	""	""	"1"	"2019-6-24 19:22:08"	"1"	"2019-6-24 19:22:12"	"1"	"1"	""
"21"	"1"	"1"	"180"	"7"	"0"	""	""	"1"	"2019-6-24 19:23:34"	"1"	"2019-6-24 19:23:36"	"1"	"1"	""
"22"	"1"	"1"	"181"	"9"	"1"	""	""	"1"	"2019-6-24 19:25:08"	"1"	"2019-6-24 19:25:16"	"1"	"1"	""
"23"	"1"	"1"	"182"	"9"	"1"	""	""	"2"	"2019-6-24 19:25:52"	"1"	"2019-6-24 19:25:54"	"1"	"1"	""
"24"	"1"	"1"	"183"	"9"	"1"	""	""	"3"	"2019-6-24 19:26:14"	"1"	"2019-6-24 19:26:16"	"1"	"1"	""
"25"	"1"	"1"	"184"	"9"	"1"	""	""	"4"	"2019-6-24 19:26:42"	"1"	"2019-6-24 19:26:44"	"1"	"1"	""
"26"	"1"	"1"	"185"	"9"	"1"	""	""	"5"	"2019-6-24 19:27:09"	"1"	"2019-6-24 19:27:13"	"1"	"1"	""
"27"	"1"	"1"	"186"	"9"	"1"	""	""	"6"	"2019-6-24 19:27:34"	"1"	"2019-6-24 19:27:36"	"1"	"1"	""
"28"	"1"	"1"	"187"	"9"	"0"	""	""	"8"	"2019-10-11 04:06:21"	"1"	"2019-6-24 19:28:59"	"1"	"1"	""
"29"	"1"	"1"	"188"	"10"	"0"	""	""	"1"	"2019-10-11 04:06:21"	"1"	"2019-6-24 19:29:57"	"1"	"1"	""
"30"	"1"	"1"	"189"	"11"	"1"	"column_value"	"creditItem_auditCreditMoney"	"2"	"2019-10-11 04:06:21"	"1"	"2019-6-24 19:30:34"	"1"	"1"	""
"31"	"1"	"1"	"190"	"11"	"1"	"column_value"	"creditItem_creditStartDate"	"3"	"2019-10-11 04:06:21"	"1"	"2019-6-24 19:31:03"	"1"	"1"	""
"32"	"1"	"1"	"191"	"11"	"1"	"column_value"	"creditItem_creditEndDate"	"4"	"2019-10-11 04:06:21"	"1"	"2019-6-24 19:31:38"	"1"	"1"	""
"33"	"1"	"1"	"192"	"11"	"0"	""	""	"9"	"2019-9-9 06:28:24"	"1"	"2019-6-24 19:32:04"	"1"	"1"	""
"34"	"1"	"1"	"159"	"6"	"1"	""	""	"14"	"2019-10-11 04:06:21"	"1"	"2019-6-26 18:42:31"	"1"	"1"	""
"35"	"1"	"1"	"178"	"12"	"1"	""	""	"99"	"2019-10-11 04:06:21"	"1"	"2019-6-26 18:48:12"	"1"	"1"	""
"36"	"1"	"2"	"206"	"14"	"1"	""	""	"3"	"2019-6-29 15:08:56"	"1"	"2019-6-29 15:09:00"	"1"	"1"	""
"37"	"1"	"2"	"207"	"14"	"1"	""	""	"1"	"2019-6-29 15:09:22"	"1"	"2019-6-29 15:09:25"	"1"	"1"	""
"38"	"1"	"2"	"208"	"14"	"1"	""	""	"2"	"2019-6-29 15:09:40"	"1"	"2019-6-29 15:09:43"	"1"	"1"	""
